maHocSinh,maPhuongAn,diemToan,diemVan,diemNgoaiNgu,diemVatLy,diemHoaHoc,diemSinhHoc,diemTrungBinh,mucKhopSoThich,tiLeTaiChinh,khopDiaBan,diemChuanThamKhao,soLuotTuongTacTruoc,khoiTruong,vungMien,nhomNganh,phuongThuc,nhanPhuHop
8,ANH_N759133_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.79
8,ANH_N596695_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.71
8,ANH_N779926_DiemThiTHPT,5.7,4.4,8.6,7.6,6.1,7.1,6.583333333333335,0.6,0.8,0.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.43
9,ANH_N605528_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.14
9,ANH_N827538_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.51
9,ANH_N768284_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.18
9,ANH_N684209_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.48
9,ANH_N174137_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.0
9,ANH_N628706_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.91
9,ANH_N396286_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.05
9,ANH_N700928_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.6
9,ANH_N583852_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.46
9,ANH_N924441_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.33
9,ANH_N395477_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.86
9,ANH_N628255_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.16
9,ANH_N759133_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.46
9,ANH_N596695_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.65
9,ANH_N779926_DiemThiTHPT,8.1,6.8,7.3,5.3,6.5,5.2,6.533333333333334,0.6,1.0,1.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.24
10,ANH_N605528_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.36
10,ANH_N827538_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.19
10,ANH_N768284_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.13
10,ANH_N684209_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.14
10,ANH_N174137_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.36
10,ANH_N628706_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.33
10,ANH_N396286_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.54
10,ANH_N700928_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.74
10,ANH_N583852_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.44
10,ANH_N924441_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.18
10,ANH_N395477_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.59
10,ANH_N628255_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.51
10,ANH_N759133_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.04
10,ANH_N596695_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.56
10,ANH_N779926_DiemThiTHPT,7.5,5.3,8.2,7.9,5.6,7.5,7.0,0.6,1.0,0.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.87
11,ANH_N605528_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.6,1.0,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.79
11,ANH_N827538_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.8,1.0,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.82
11,ANH_N768284_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.6,1.0,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.23
11,ANH_N684209_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.6,1.0,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.45
11,ANH_N174137_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.6,1.0,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.34
11,ANH_N628706_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.6,1.0,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.63
11,ANH_N396286_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.6,1.0,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.95
11,ANH_N700928_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.6,1.0,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.65
11,ANH_N583852_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.6,1.0,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.64
11,ANH_N924441_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.8,1.0,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.62
11,ANH_N395477_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.8,1.0,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.2
11,ANH_N628255_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.8,1.0,0.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.77
11,ANH_N759133_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.8,1.0,0.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.64
11,ANH_N596695_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.8,1.0,0.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.54
11,ANH_N779926_DiemThiTHPT,9.2,6.9,7.5,8.7,7.4,6.5,7.699999999999999,0.8,1.0,0.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.41
12,ANH_N605528_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,0.6,0.4,1.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.2
12,ANH_N827538_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,1.0,0.4,1.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.67
12,ANH_N768284_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,0.6,0.4,1.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.87
12,ANH_N684209_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,0.6,0.4,1.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.6
12,ANH_N174137_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,0.6,0.4,1.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.37
12,ANH_N628706_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,0.6,0.4,1.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.62
12,ANH_N396286_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,0.6,0.4,1.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.6
12,ANH_N700928_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,0.6,0.4,1.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.32
12,ANH_N583852_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,0.6,0.4,1.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.2
12,ANH_N924441_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,1.0,0.4,1.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.26
12,ANH_N395477_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,1.0,0.4,1.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.53
12,ANH_N628255_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,1.0,0.4,1.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.27
12,ANH_N759133_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,1.0,0.4,1.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.21
12,ANH_N596695_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,1.0,0.4,1.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.19
12,ANH_N779926_DiemThiTHPT,8.9,6.7,9.0,8.5,6.7,6.5,7.716666666666668,1.0,0.4,1.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.31
13,ANH_N605528_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.8,0.6,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.04
13,ANH_N827538_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.6,0.6,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.89
13,ANH_N768284_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.8,0.6,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.76
13,ANH_N684209_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.8,0.6,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.28
13,ANH_N174137_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.8,0.6,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.13
13,ANH_N628706_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.8,0.6,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.95
13,ANH_N396286_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.8,0.6,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.41
13,ANH_N700928_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.8,0.6,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.7
13,ANH_N583852_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.8,0.6,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.53
13,ANH_N924441_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.6,0.6,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.26
13,ANH_N395477_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.6,0.6,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.18
13,ANH_N628255_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.6,0.6,0.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.78
13,ANH_N759133_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.6,0.6,0.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.7
13,ANH_N596695_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.6,0.6,0.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.59
13,ANH_N779926_DiemThiTHPT,6.4,8.2,7.1,7.1,6.8,7.6,7.199999999999999,0.6,0.6,0.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.24
14,ANH_N605528_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,1.0,0.8,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.41
14,ANH_N827538_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,0.6,0.8,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.54
14,ANH_N768284_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,1.0,0.8,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.14
14,ANH_N684209_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,1.0,0.8,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.8
14,ANH_N174137_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,1.0,0.8,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.34
14,ANH_N628706_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,1.0,0.8,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.71
14,ANH_N396286_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,1.0,0.8,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.59
14,ANH_N700928_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,1.0,0.8,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.38
14,ANH_N583852_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,1.0,0.8,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.47
14,ANH_N924441_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,0.6,0.8,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.36
14,ANH_N395477_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,0.6,0.8,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.6
14,ANH_N628255_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,0.6,0.8,0.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.12
14,ANH_N759133_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,0.6,0.8,0.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.16
14,ANH_N596695_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,0.6,0.8,0.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.06
14,ANH_N779926_DiemThiTHPT,8.0,8.6,8.6,5.1,7.4,9.5,7.866666666666667,0.6,0.8,0.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.76
15,ANH_N605528_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.74
15,ANH_N827538_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.2
15,ANH_N768284_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.27
15,ANH_N684209_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.18
15,ANH_N174137_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.68
15,ANH_N628706_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.79
15,ANH_N396286_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.56
15,ANH_N700928_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.01
15,ANH_N583852_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.43
15,ANH_N924441_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.83
15,ANH_N395477_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.71
15,ANH_N628255_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,8.209999999999999,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.62
15,ANH_N759133_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,7.676666666666667,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.52
15,ANH_N596695_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,6.260000000000001,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,4.09
15,ANH_N779926_DiemThiTHPT,6.3,9.4,6.6,8.2,7.6,4.1,7.033333333333332,0.6,1.0,1.0,8.526666666666666,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.16
16,ANH_N605528_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,7.31,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.64
16,ANH_N827538_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,8.063333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,3.41
16,ANH_N768284_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,7.833333333333333,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.39
16,ANH_N684209_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,8.16,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.44
16,ANH_N174137_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,6.876666666666666,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,4.69
16,ANH_N628706_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,8.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.22
16,ANH_N396286_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,8.049999999999999,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,2.52
16,ANH_N700928_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,6.23,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.67
16,ANH_N583852_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,7.326666666666667,0.0,QuanDoiCongAn,MienBac,CongNgheThongTin,DiemThiTHPT,3.89
16,ANH_N924441_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,8.473333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.66
16,ANH_N395477_DiemThiTHPT,8.8,7.3,6.9,5.1,4.9,6.5,6.583333333333333,0.6,1.0,0.0,7.683333333333334,0.0,QuanDoiCongAn,MienBac,LuatNgoaiGiao,DiemThiTHPT,2.34
